input1	input2	input3	label
w	h	shwv	swhv
p	g	qghwkpd	qphwkgd
t	n	jxtncdh	jxntcdh
x	d	rlncjdx	rlncjxd
d	h	xmhnbdw	xmdnbhw
h	x	snvlkhx	snvlkxh
j	q	jgmlvzqrb	qgmlvzjrb
r	q	djrqf	djqrf
w	r	rwlkzsg	wrlkzsg
s	h	ldhwgrsknqv	ldswgrhknqv
b	l	ljb	bjl
r	n	nrvwq	rnvwq
h	v	vmhlpkb	hmvlpkb
p	n	lpxknvr	lnxkpvr
l	w	fwmlngbsrjhkxt	flmwngbsrjhkxt
g	j	bjcpgq	bgcpjq
g	d	sdg	sgd
k	c	sdftkcb	sdftckb
f	s	mzfnsjphv	mzsnfjphv
b	l	bpndkqztlg	lpndkqztbg
k	j	pkcgtdj	pjcgtdk
l	t	twvhlfj	lwvhtfj
q	v	qhgvxt	vhgqxt
z	p	tpszd	tzspd
b	w	bwk	wbk
g	z	gzxds	zgxds
t	h	vxgtnpwhdfb	vxghnpwtdfb
h	w	tbslzchdw	tbslzcwdh
w	q	njwbqtxz	njqbwtxz
p	x	lpskxqz	lxskpqz
w	v	rvgpw	rwgpv
k	n	wgnksxl	wgknsxl
p	t	jprt	jtrp
f	s	ftslvwchzn	stflvwchzn
l	h	cwvnlph	cwvnhpl
f	d	cdnhtlfms	cfnhtldms
s	q	npsbkqxht	npqbksxht
w	n	srkxcjmlfwnp	srkxcjmlfnwp
p	m	mpcj	pmcj
l	j	njpbrlhtkw	nlpbrjhtkw
c	v	qvrscg	qcrsvg
v	z	lbhgvmzwsfctd	lbhgzmvwsfctd
m	c	ncvqgm	nmvqgc
l	w	wdclbxvqfnz	ldcwbxvqfnz
w	t	jwhrtvdzmsxg	jthrwvdzmsxg
v	x	kmqjvdxbc	kmqjxdvbc
j	k	mwkqxjt	mwjqxkt
p	g	jvslmpwbnqtgr	jvslmgwbnqtpr
w	k	kvhrwnp	wvhrknp
x	k	pkrtzcxfgd	pxrtzckfgd
r	d	mdwrpqs	mrwdpqs
w	d	sdwp	swdp
m	d	fcbgqdmtj	fcbgqmdtj
d	z	rmjbtqzd	rmjbtqdz
j	p	tvgpj	tvgjp
g	n	spqrgn	spqrng
f	w	njwfkbsrdh	njfwkbsrdh
z	x	jlzdtxq	jlxdtzq
t	r	nkzbtjgdwfrm	nkzbrjgdwftm
k	w	wsvk	ksvw
d	b	zghdkpqxstmlvcb	zghbkpqxstmlvcd
b	r	jdmtbwnvxgr	jdmtrwnvxgb
v	z	hzvtxgjb	hvztxgjb
k	b	xgkbtv	xgbktv
q	d	jhqd	jhdq
f	q	fjqs	qjfs
h	r	fvrsthg	fvhstrg
l	h	bpmshldnwzq	bpmslhdnwzq
z	n	zxbngj	nxbzgj
s	m	jtmnbpwsxh	jtsnbpwmxh
b	l	jmlntrbcwp	jmbntrlcwp
d	h	cwxnhdszmj	cwxndhszmj
j	v	qwsrxgmjzcv	qwsrxgmvzcj
r	f	rnfs	fnrs
l	z	dzltbqn	dlztbqn
h	v	vmlsqthn	hmlsqtvn
d	c	dczmwl	cdzmwl
m	g	kwpgm	kwpmg
q	k	cksfdq	cqsfdk
s	p	vrbnzsfpkh	vrbnzpfskh
p	x	fspx	fsxp
t	m	dspvkhmtz	dspvkhtmz
g	c	dfgwc	dfcwg
b	v	prjvbcfldg	prjbvcfldg
t	r	rlnht	tlnhr
w	k	cmgnldwk	cmgnldkw
b	s	nrdpsvb	nrdpbvs
f	h	fhwlcgm	hfwlcgm
s	f	bsf	bfs
g	s	qfsghpjd	qfgshpjd
s	x	blrxs	blrsx
v	k	kvjb	vkjb
v	c	cvdbh	vcdbh
h	t	xhnbgt	xtnbgh
v	r	qvwrtgc	qrwvtgc
q	s	dqsnrfjgb	dsqnrfjgb
h	b	jrndhvb	jrndbvh
w	x	fwrx	fxrw
z	j	wzvtjfn	wjvtzfn
d	b	xjdfbsr	xjbfdsr
c	l	bkrtflchqg	bkrtfclhqg
v	x	tjwxvlqk	tjwvxlqk
m	q	qmp	mqp
k	b	tkmbxfv	tbmkxfv
v	f	whvdzrbnf	whfdzrbnv
k	t	bqrsvgxmzjtlk	bqrsvgxmzjklt
m	z	wzvcsdm	wmvcsdz
z	t	wtzhxjmsf	wzthxjmsf
d	r	jlnmdrz	jlnmrdz
j	z	jvpzrt	zvpjrt
f	g	fxgh	gxfh
l	j	swxlgjtpz	swxjgltpz
h	d	jpwdcvsnh	jpwhcvsnd
m	b	jbktzm	jmktzb
c	n	lcvtwjhrnx	lnvtwjhrcx
v	f	tqfvd	tqvfd
c	x	brcx	brxc
j	f	kjnhtglrzf	kfnhtglrzj
j	f	pbjqfs	pbfqjs
m	g	lsmkgr	lsgkmr
t	p	tfkpsgxw	pfktsgxw
l	p	lfpq	pflq
h	c	qvnjhczg	qvnjchzg
w	s	wts	stw
f	q	fqtrhdv	qftrhdv
f	h	fdhbkp	hdfbkp
p	b	tjpgwbfxnzl	tjbgwpfxnzl
q	t	qsbdkvnpt	tsbdkvnpq
g	q	rmgwxql	rmqwxgl
q	t	gqjt	gtjq
x	f	wxhmflj	wfhmxlj
c	v	tcfzqdjvk	tvfzqdjck
q	g	qpbczkg	gpbczkq
l	k	rkgls	rlgks
x	k	smxqrbk	smkqrbx
x	q	bxfwqzpr	bqfwxzpr
s	j	snjwrl	jnswrl
l	q	rlvzq	rqvzl
s	d	dzgtsvqcn	szgtdvqcn
v	l	qnlvx	qnvlx
x	d	gvcqdxwrbt	gvcqxdwrbt
p	s	gps	gsp
l	b	xqclb	xqcbl
t	j	msxgtvjzh	msxgjvtzh
w	h	whcr	hwcr
z	g	bzhndwgx	bghndwzx
s	n	nwzshpm	swznhpm
p	g	hgprbmlcn	hpgrbmlcn
q	f	bthqfcvj	bthfqcvj
r	t	vmgfpxlrjtwcs	vmgfpxltjrwcs
h	f	wpfvhksbg	wphvfksbg
p	w	dnrmpxwjqv	dnrmwxpjqv
w	d	dnlxhswbj	wnlxhsdbj
t	q	twlqc	qwltc
k	w	qgvwmnkfs	qgvkmnwfs
q	b	mnbq	mnqb
b	k	rqgxfpdmzbk	rqgxfpdmzkb
l	x	pkrlngsmhx	pkrxngsmhl
b	h	tzhpdqbcr	tzbpdqhcr
q	t	gqzplth	gtzplqh
d	s	njlpsrd	njlpdrs
r	l	frvl	flvr
p	n	pxwnldjzgq	nxwpldjzgq
l	w	vjzwltnsk	vjzlwtnsk
f	j	pmqfsjbdc	pmqjsfbdc
m	b	gcdzqmb	gcdzqbm
w	k	klwcnzt	wlkcnzt
t	w	vpjgtnlw	vpjgwnlt
v	n	kmvqnz	kmnqvz
b	z	gvszbkr	gvsbzkr
m	n	fbmnj	fbnmj
v	t	vslhtd	tslhvd
h	v	fhwvmr	fvwhmr
j	z	jzdxqwls	zjdxqwls
t	z	gtzwbcpnfs	gztwbcpnfs
v	l	pdclxvz	pdcvxlz
v	c	gbkfprzcjqv	gbkfprzvjqc
f	c	cdmfwz	fdmcwz
b	n	dcnlphsfvtzb	dcblphsfvtzn
q	w	qlwmhrp	wlqmhrp
m	n	fmgjnvw	fngjmvw
z	f	lfntvzbkd	lzntvfbkd
r	z	zvqjrdsgwbhm	rvqjzdsgwbhm
j	n	lxptwncj	lxptwjcn
g	r	rbfsljcpg	gbfsljcpr
c	q	tqvjckzfx	tcvjqkzfx
t	c	xcpstwfdzbrvq	xtpscwfdzbrvq
w	n	nwb	wnb
k	h	cpfkh	cpfhk
q	h	rqjhwdkg	rhjqwdkg
c	t	tcp	ctp
n	r	vnrqfkb	vrnqfkb
n	f	vlnhfswzq	vlfhnswzq
j	x	xjgnwr	jxgnwr
h	s	pjkhs	pjksh
r	l	mqtzkdpswrlfbcg	mqtzkdpswlrfbcg
p	c	rlbfjpkxqcwdtgvh	rlbfjckxqpwdtgvh
d	w	dhqfgwv	whqfgdv
s	j	jxfdzsl	sxfdzjl
b	x	mkfbx	mkfxb
g	v	cbvg	cbgv
d	h	dthgj	htdgj
z	c	vphrwszxgcbmk	vphrwscxgzbmk
m	x	xzvwmtjch	mzvwxtjch
b	g	lxgkzbq	lxbkzgq
s	g	slvzgmpjf	glvzsmpjf
j	d	jwdrlk	dwjrlk
m	l	pqmtljcwdkrh	pqltmjcwdkrh
j	b	pjbqd	pbjqd
p	t	xwhvskqrbdpmzlt	xwhvskqrbdtmzlp
w	g	rbgwl	rbwgl
g	l	sxflvgr	sxfgvlr
q	h	dzxjhq	dzxjqh
b	v	bnvd	vnbd
r	l	thkrszgvwdxbl	thklszgvwdxbr
p	d	prdj	drpj
w	v	vwz	wvz
d	w	mlktdw	mlktwd
s	p	pscfjzlndq	spcfjzlndq
c	t	drqxmnfjlwshkbtpcz	drqxmnfjlwshkbcptz
l	n	nlr	lnr
z	d	hnbdztvrw	hnbzdtvrw
n	k	mgnqwkb	mgkqwnb
d	v	mvbd	mdbv
q	z	mqjzdhpb	mzjqdhpb
j	n	mqwpjn	mqwpnj
p	q	nstmbqpkf	nstmbpqkf
r	z	ptjmqxzrl	ptjmqxrzl
l	f	bcflj	bclfj
c	g	zgkfbmxcjt	zckfbmxgjt
v	f	rhzfqv	rhzvqf
h	v	vhwk	hvwk
p	s	hzsprwc	hzpsrwc
g	v	spgzwvlrhnmxb	spvzwglrhnmxb
r	m	sjmfrqdkphzl	sjrfmqdkphzl
z	j	xnfvjtdzq	xnfvztdjq
s	f	bsfpjzh	bfspjzh
w	q	wgvqzx	qgvwzx
r	n	rsgjnwc	nsgjrwc
d	s	wqvsdg	wqvdsg
j	s	qfxsjk	qfxjsk
f	g	kvsgnbjfpr	kvsfnbjgpr
z	d	fqsmnghzd	fqsmnghdz
c	n	cnxmklpb	ncxmklpb
m	k	bvphmk	bvphkm
j	c	qmlcjvw	qmljcvw
k	d	qkdcwx	qdkcwx
p	w	pjwdxqmc	wjpdxqmc
t	b	tpsqb	bpsqt
q	m	njvqmdks	njvmqdks
t	v	cfhvjtzx	cfhtjvzx
j	m	tqbjlkzm	tqbmlkzj
h	z	vhzt	vzht
b	s	jthgbrxsmvpcl	jthgsrxbmvpcl
h	k	jrbfhkcwq	jrbfkhcwq
z	j	svzjqd	svjzqd
h	n	lsnhczb	lshnczb
n	r	pnrd	prnd
w	l	wcfvlnjr	lcfvwnjr
l	b	gbl	glb
x	z	xzbkcngq	zxbkcngq
g	z	kwsrphjzgtl	kwsrphjgztl
p	c	zcpb	zpcb
n	s	wnqsc	wsqnc
c	x	mcxgdrzpl	mxcgdrzpl
f	r	pdhwfrlnk	pdhwrflnk
g	q	msgq	msqg
t	x	fcbwxdjvtlmks	fcbwtdjvxlmks
l	x	lwx	xwl
s	m	mwflxvqsbjrtgd	swflxvqmbjrtgd
c	w	nwqctklb	ncqwtklb
t	q	fjtkbhnqx	fjqkbhntx
s	f	tfswxz	tsfwxz
h	z	fvshnpgzmb	fvsznpghmb
w	p	dwfpmbv	dpfwmbv
n	v	bvn	bnv
s	b	msldhb	mbldhs
c	d	xqlfdwbmtzsgnpvhcr	xqlfcwbmtzsgnpvhdr
c	d	mdrfjcw	mcrfjdw
m	s	msb	smb
s	p	znpbmsfw	znsbmpfw
k	j	hblckptrjx	hblcjptrkx
f	k	vkrfn	vfrkn
k	d	vdqxkw	vkqxdw
s	l	swlkpnzgtc	lwskpnzgtc
s	n	smhwnbvqc	nmhwsbvqc
n	f	lfjdznhr	lnjdzfhr
h	l	nxvltgmh	nxvhtgml
m	k	rkznm	rmznk
k	r	fdkvbscrzh	fdrvbsckzh
f	l	wtfl	wtlf
q	p	dwqtcp	dwptcq
r	h	kxwdcghrtblp	kxwdcgrhtblp
b	m	rzjqbgvpm	rzjqmgvpb
g	z	wtmgz	wtmzg
w	l	slwj	swlj
w	t	szrnxcptw	szrnxcpwt
x	g	svxbjpgt	svgbjpxt
q	l	qdvrlh	ldvrqh
p	j	zkjxnwp	zkpxnwj
r	d	vbrnhfdk	vbdnhfrk
q	v	khlvzqjxn	khlqzvjxn
c	k	kczsprqb	ckzsprqb
k	v	bzrkfwphlvd	bzrvfwphlkd
q	t	thxmvjq	qhxmvjt
z	f	hmvzfs	hmvfzs
r	w	wdrzskx	rdwzskx
q	w	rmtlhkcdqjnxw	rmtlhkcdwjnxq
n	w	mwzcsn	mnzcsw
l	d	xlvngtcksd	xdvngtcksl
c	f	ctsnqwf	ftsnqwc
g	d	dhptbmrfzlkqgj	ghptbmrfzlkqdj
g	s	scbg	gcbs
c	p	pwmdc	cwmdp
t	s	nwhqdbtxpsr	nwhqdbsxptr
v	t	gmvwtszj	gmtwvszj
n	g	fnglwsx	fgnlwsx
c	q	cvqxn	qvcxn
p	b	ljpfgb	ljbfgp
z	c	cjvzqb	zjvcqb
s	k	gsfqtkhzm	gkfqtshzm
b	d	bldsvkrtc	dlbsvkrtc
s	g	jhkgnsq	jhksngq
h	t	kmrht	kmrth
p	v	gkwfzpjvtnm	gkwfzvjptnm
k	x	mjxcgpbfk	mjkcgpbfx
v	n	qhnvsgdwr	qhvnsgdwr
f	z	bfmzcr	bzmfcr
g	n	lcgn	lcng
m	h	xvmhq	xvhmq
f	b	qbfx	qfbx
b	z	bztfjpg	zbtfjpg
q	m	fbtqklpncmz	fbtmklpncqz
k	v	wpqcdvgk	wpqcdkgv
p	s	xpwnqs	xswnqp
t	q	zjhltqx	zjhlqtx
w	f	fscwt	wscft
z	m	fgsmzw	fgszmw
s	h	wsmjhlpn	whmjslpn
d	q	njdqs	njqds
s	g	djzsghw	djzgshw
v	p	mvpntx	mpvntx
c	s	hscpr	hcspr
p	j	jbphmn	pbjhmn
p	w	kmpwhc	kmwphc
d	k	wbkzqd	wbdzqk
x	z	gpqtxzmd	gpqtzxmd
l	m	gxcmldfvh	gxclmdfvh
c	w	ndcbwlqjpz	ndwbclqjpz
d	p	dksfcpq	pksfcdq
b	w	hjbwnpsgt	hjwbnpsgt
l	s	bslk	blsk
f	j	ndxjhbfl	ndxfhbjl
x	d	dhx	xhd
v	f	bxfvlcq	bxvflcq
h	n	bdhkn	bdnkh
g	b	fbgclst	fgbclst
b	m	bjmklw	mjbklw
f	t	mtvcwfkg	mfvcwtkg
r	d	ghdrcl	ghrdcl
j	n	jfxhwmtrn	nfxhwmtrj
q	r	qsrwxkhtvg	rsqwxkhtvg
v	c	jvqkpmcz	jcqkpmvz
g	q	lqvgwj	lgvqwj
h	j	thcj	tjch
p	t	ghsprt	ghstrp
c	n	ncxfbzs	cnxfbzs
d	r	gxwqzstjpfdr	gxwqzstjpfrd
k	l	glzbqmk	gkzbqml
w	f	sflvw	swlvf
f	s	rxhtwdfkjsbqmn	rxhtwdskjfbqmn
q	f	qnf	fnq
d	w	twbfvzpkd	tdbfvzpkw
s	w	hfwxs	hfsxw
j	l	qlbpjrx	qjbplrx
c	w	hqwlcpd	hqclwpd
b	c	qvlfwbmcg	qvlfwcmbg
r	p	tpcr	trcp
p	b	zvhplcwbxjg	zvhblcwpxjg
l	m	dvlsm	dvmsl
z	p	smkzvpgw	smkpvzgw
z	d	zcrbksjhwlmd	dcrbksjhwlmz
f	z	fjcqrpgz	zjcqrpgf
r	h	fxhr	fxrh
k	p	kxhwvpgf	pxhwvkgf
f	l	fbvjlxp	lbvjfxp
k	g	dkg	dgk
v	j	vljgqd	jlvgqd
t	v	ftzcvnxhrl	fvzctnxhrl
b	d	jdkrxb	jbkrxd
z	c	qcz	qzc
l	d	jnvdgrcxl	jnvlgrcxd
c	l	cbnlf	lbncf
m	v	xzchvmk	xzchmvk
w	d	pdwkmsn	pwdkmsn
l	s	zdcsrl	zdclrs
p	b	psxnbw	bsxnpw
q	b	rxcqvsjgb	rxcbvsjgq
f	x	lfmbvx	lxmbvf
b	f	xfb	xbf
r	w	lwrqknzv	lrwqknzv
m	b	bvzmlgq	mvzblgq
x	c	jchwvx	jxhwvc
c	p	spcrz	scprz
g	t	tgjk	gtjk
d	z	wmqndcrtzhk	wmqnzcrtdhk
w	x	vdwzxt	vdxzwt
l	b	xswbvl	xswlvb
q	m	tgbjwmhqc	tgbjwqhmc
b	m	bpxmstfwcg	mpxbstfwcg
j	r	wlndqvmrpfj	wlndqvmjpfr
z	p	szkdvpr	spkdvzr
q	f	bzqf	bzfq
l	s	vdlsqhjr	vdslqhjr
v	r	rngvmkd	vngrmkd
x	z	rkdpvsxlnz	rkdpvszlnx
g	n	gmn	nmg
r	h	brhfpzgt	bhrfpzgt
l	w	pkljwf	pkwjlf
f	j	ptbjf	ptbfj
h	f	ztsqfxhbg	ztsqhxfbg
n	j	kmvgpbjrwnf	kmvgpbnrwjf
p	r	rpf	prf
m	g	wsxgpztm	wsxmpztg
b	r	jzkqrb	jzkqbr
q	h	vphdrwjtq	vpqdrwjth
l	h	hxnzlvrpw	lxnzhvrpw
c	t	ztkcjpsmfv	zcktjpsmfv
b	l	sbqzxlmp	slqzxbmp
n	s	vnmsqx	vsmnqx
p	m	nmswbqkvdzp	npswbqkvdzm
m	k	rkzmhxq	rmzkhxq
x	n	hkxnrqc	hknxrqc
h	f	fznphb	hznpfb
j	c	dcjgkrfhbm	djcgkrfhbm
v	j	gvqdjh	gjqdvh
m	q	qhdmc	mhdqc
x	t	jlxmhwvtfn	jltmhwvxfn
t	q	dqmcntvf	dtmcnqvf
r	s	rsvkfx	srvkfx
k	p	rjptqcskn	rjktqcspn
h	b	htxgb	btxgh
t	m	jfxwmzltcp	jfxwtzlmcp
r	k	dsrwctqpjmk	dskwctqpjmr
m	r	mknzxdrj	rknzxdmj
v	n	cnjvbx	cvjnbx
q	j	jmbdvchxgq	qmbdvchxgj
q	h	snkbcqh	snkbchq
g	h	hszgjwrnfx	gszhjwrnfx
t	x	txwdzgj	xtwdzgj
d	v	zbdvncltk	zbvdncltk
b	g	gtjsbpzxm	btjsgpzxm
g	z	fbnjdwgtzr	fbnjdwztgr
h	t	lkdhtgz	lkdthgz
l	w	qzlwxvrf	qzwlxvrf
v	j	hvjsqbd	hjvsqbd
v	g	spvcgfqwxh	spgcvfqwxh
n	v	mvqwn	mnqwv
c	m	xqcrm	xqmrc
m	v	fmlzskvq	fvlzskmq
h	c	fdtkhc	fdtkch
b	h	rmhsb	rmbsh
g	l	hxlkgfqv	hxgklfqv
w	q	wzqnl	qzwnl
j	x	wxvjlc	wjvxlc
d	t	tgvljfdbxznm	dgvljftbxznm
s	p	pdzbjvst	sdzbjvpt
p	r	xknrfgcpqw	xknpfgcrqw
k	h	sjpxdqgkwmbhf	sjpxdqghwmbkf
n	m	pmtbsn	pntbsm
z	g	kgfmwjdphzr	kzfmwjdphgr
d	q	zdjhvslxq	zqjhvslxd
v	x	hmtfgsvxz	hmtfgsxvz
b	c	xcdshb	xbdshc
m	d	rfxhkmqdb	rfxhkdqmb
n	j	hkjqdn	hknqdj
p	g	wgpz	wpgz
j	m	rsmjqk	rsjmqk
v	x	ftjcgbvzklx	ftjcgbxzklv
r	m	gxmwkdr	gxrwkdm
m	b	pflmb	pflbm
b	m	qsxbm	qsxmb
d	h	rtdbhqxls	rthbdqxls
r	m	hxrpsmqg	hxmpsrqg
k	m	cdmhvgjbk	cdkhvgjbm
d	q	tbdwqlk	tbqwdlk
w	b	bsmxw	wsmxb
h	f	hsklfz	fsklhz
s	j	jvwshlb	svwjhlb
j	b	jftbpzd	bftjpzd
m	n	pjdngzsm	pjdmgzsn
v	s	nvpsrflc	nspvrflc
k	b	ztfwjbxkp	ztfwjkxbp
f	v	lfgmvwc	lvgmfwc
k	q	dktxq	dqtxk
g	x	bvhgdnzktx	bvhxdnzktg
m	k	rdmqks	rdkqms
h	m	mhqvpkwl	hmqvpkwl
d	z	pdjtkzbx	pzjtkdbx
d	b	gxsbdmtrh	gxsdbmtrh
x	r	xdnr	rdnx
q	b	zfxbnq	zfxqnb
v	n	trnvfpw	trvnfpw
v	d	dgtcxvhjs	vgtcxdhjs
q	d	qdpch	dqpch
z	r	fjzwrsgqhl	fjrwzsgqhl
c	z	vcrfkdjpsz	vzrfkdjpsc
p	b	kwzpjrncfbvmshtq	kwzbjrncfpvmshtq
h	p	fhgwqp	fpgwqh
d	g	qghtzxdr	qdhtzxgr
t	v	rvxjbmtwnl	rtxjbmvwnl
r	w	tzxfngrsvdhmbqclw	tzxfngwsvdhmbqclr
z	s	wzpsml	wspzml
l	m	hlqcngstmdjf	hmqcngstldjf
x	p	jthpfx	jthxfp
m	q	xwpnqvmt	xwpnmvqt
c	g	kjrmcldg	kjrmgldc
w	q	qchwg	wchqg
z	r	tmprz	tmpzr
g	w	kgtphwr	kwtphgr
j	p	jwksmzpd	pwksmzjd
c	k	zkfnjc	zcfnjk
m	x	mzxr	xzmr
w	c	fwpxjcv	fcpxjwv
l	x	zwxhdlj	zwlhdxj
d	w	pkdzw	pkwzd
s	t	tpsf	sptf
d	n	djghwnfs	njghwdfs
g	f	mgwqfnjxrlskt	mfwqgnjxrlskt
l	n	snkglr	slkgnr
q	g	hfdkxgqwtbcv	hfdkxqgwtbcv
q	n	mnvdqflw	mqvdnflw
j	g	wjlgrtxb	wgljrtxb
j	n	wfdtnlchvjx	wfdtjlchvnx
q	g	qglr	gqlr
n	f	rfbqsjnlct	rnbqsjflct
j	r	jrnqt	rjnqt
v	m	rwhmvst	rwhvmst
n	t	xmlwdgtn	xmlwdgnt
s	v	mfjxtvkbs	mfjxtskbv
s	t	tsm	stm
b	f	vgnpcbtqfh	vgnpcftqbh
h	s	lmzsvgtrhb	lmzhvgtrsb
d	f	vnhfwrd	vnhdwrf
s	c	rsc	rcs
v	h	mplwtkxhv	mplwtkxvh
p	k	pvk	kvp
w	r	kwpjrxtlv	krpjwxtlv
d	z	zldqvgjc	dlzqvgjc
l	n	bnpmflk	blpmfnk
r	k	wmkqbrsx	wmrqbksx
w	z	twrczgv	tzrcwgv
b	s	kbsc	ksbc
t	n	gfbjvwkrdpnxmt	gfbjvwkrdptxmn
h	f	dxlcnfhkb	dxlcnhfkb
x	c	hbrxwqvtc	hbrcwqvtx
n	b	qnmhbjdf	qbmhnjdf
n	v	nqv	vqn
l	x	glfcwbqx	gxfcwbql
x	v	bvrxljsfkd	bxrvljsfkd
d	s	dqpsztm	sqpdztm
j	s	bnjhwsx	bnshwjx
c	p	tnwrpdvqfch	tnwrcdvqfph
l	m	ltbzmh	mtbzlh
k	n	pswmrknz	pswmrnkz
f	g	vngtpfbj	vnftpgbj
n	d	wxndkm	wxdnkm
p	z	jzcp	jpcz
d	s	sgdnhxlk	dgsnhxlk
z	x	bztmscpx	bxtmscpz
p	l	qftkjmpvrl	qftkjmlvrp
q	m	mbnfqkpzj	qbnfmkpzj
x	h	zsxhkb	zshxkb
t	p	tcrfbmlhp	pcrfbmlht
q	c	rqtzjvwdspnclf	rctzjvwdspnqlf
t	d	tpdw	dptw
v	m	sjvxtdm	sjmxtdv
r	z	qzwkfrc	qrwkfzc
r	d	dlqrfmcks	rlqdfmcks
j	x	bldnjtxfm	bldnxtjfm
t	s	ktjbsfgzrm	ksjbtfgzrm
k	w	jwgfdkp	jkgfdwp
l	b	bjpclq	ljpcbq
z	b	lbrmpqz	lzrmpqb
r	f	mvfdrp	mvrdfp
b	q	dbfzknqlwsm	dqfzknblwsm
v	l	zxmbvlpn	zxmblvpn
v	k	kcv	vck
s	n	rthsmnb	rthnmsb
v	q	sgvrqp	sgqrvp
w	l	xbrngdftlwhkj	xbrngdftwlhkj
r	c	qrkhspzcldv	qckhspzrldv
r	j	jvrq	rvjq
d	p	vdprlh	vpdrlh
d	x	mdzhxgbft	mxzhdgbft
v	h	pvh	phv
f	v	wdptjvfln	wdptjfvln
s	p	pswvc	spwvc
r	s	svhtr	rvhts
r	j	bjkvrmn	brkvjmn
t	z	jdtqz	jdzqt
j	m	qtlwzmvxhj	qtlwzjvxhm
b	g	lbfwdgq	lgfwdbq
c	l	znljwvcx	zncjwvlx
t	s	pthcs	pshct
n	d	vlnrdk	vldrnk
v	m	dwpmvc	dwpvmc
h	x	ghxm	gxhm
n	p	pkjcdfns	nkjcdfps
w	p	gcwmhp	gcpmhw
n	b	vmnhsprbglk	vmbhsprnglk
m	h	hlbkm	mlbkh
r	c	zrvcfd	zcvrfd
f	k	nkcfs	nfcks
j	z	zdjx	jdzx
d	b	bkd	dkb
v	g	gjlvsnctzf	vjlgsnctzf
v	z	kztjnvp	kvtjnzp
m	f	wmkjf	wfkjm
m	l	lxvsm	mxvsl
j	b	ztwjxdpbf	ztwbxdpjf
j	r	mqfsnjgrkl	mqfsnrgjkl
t	j	jlkgrqwft	tlkgrqwfj
k	f	rfkvwmdxq	rkfvwmdxq
d	b	qbkdpn	qdkbpn
z	h	bztkjdh	bhtkjdz
r	t	rcgjtfbvl	tcgjrfbvl
g	q	cjkgmntq	cjkqmntg
v	t	txzv	vxzt
v	n	phkvfn	phknfv
f	s	dsfm	dfsm
b	k	zbktcwm	zkbtcwm
w	k	wqvktjlx	kqvwtjlx
s	z	zxlsnmjhc	sxlznmjhc
w	k	ckjlrdqvw	cwjlrdqvk
x	l	btnrxfkl	btnrlfkx
j	g	rkgbljn	rkjblgn
w	f	xdvcwlgpfzhm	xdvcflgpwzhm
c	b	jcmgbt	jbmgct
x	c	gqdzxwcn	gqdzcwxn
p	m	xndkgpmbj	xndkgmpbj
g	z	fxcrzdvbgqj	fxcrgdvbzqj
s	l	slrh	lsrh
f	c	lmfcb	lmcfb
f	j	thlwrfj	thlwrjf
n	p	jftnpzgx	jftpnzgx
n	p	ntzgp	ptzgn
p	l	bkwlcrqdnzp	bkwpcrqdnzl
x	h	hxlzp	xhlzp
j	f	fshjc	jshfc
b	f	lfxcbt	lbxcft
b	q	wbq	wqb
f	s	hsfkw	hfskw
g	z	tgczjh	tzcgjh
l	w	qzltpxw	qzwtpxl
t	w	zqfpwvtmrh	zqfptvwmrh
c	f	cfnzdgj	fcnzdgj
q	n	fzqmlrnhp	fznmlrqhp
x	s	bqcldvzsrx	bqcldvzxrs
f	l	nfkglrc	nlkgfrc
n	l	ljhnx	njhlx
s	d	tsmdz	tdmsz
q	b	dpbczvtgrq	dpqczvtgrb
t	n	jpnclmsrqdfkgtbwh	jptclmsrqdfkgnbwh
f	t	vtzlfbq	vfzltbq
k	b	cjwrlmkbshn	cjwrlmbkshn
r	w	bwknr	brknw
f	c	jcf	jfc
x	g	gdwxm	xdwgm
k	n	kfpcwngh	nfpcwkgh
k	n	bnspcwk	bkspcwn
c	x	cgrlxjw	xgrlcjw
d	j	pdhtxqzjm	pjhtxqzdm
f	p	pvcf	fvcp
q	f	xbpfq	xbpqf
m	v	mgvp	vgmp
z	c	fwtxdgmhvqkcblzpnsr	fwtxdgmhvqkzblcpnsr
w	r	brswtmd	bwsrtmd
h	l	zvhql	zvlqh
s	g	qgpshr	qspghr
m	h	bsfhqldgm	bsfmqldgh
p	w	qwjhtrp	qpjhtrw
v	c	lmxbcpkvts	lmxbvpkcts
n	q	gfpnjsdq	gfpqjsdn
n	q	cnqlwtjd	cqnlwtjd
v	w	wrhqvpdntmb	vrhqwpdntmb
v	z	fzgvwmlbs	fvgzwmlbs
f	l	pltfr	pftlr
w	x	wxv	xwv
v	w	pfdwcrv	pfdvcrw
c	p	fmpkvlscb	fmckvlspb
w	t	trwfdv	wrtfdv
z	d	czqtrmdp	cdqtrmzp
q	p	kdgpq	kdgqp
x	w	swtrcdmfjxz	sxtrcdmfjwz
d	n	zldvnkt	zlnvdkt
g	n	ngfhkcvzplxqd	gnfhkcvzplxqd
h	q	qsfhj	hsfqj
g	f	brgfsqchmnt	brfgsqchmnt
c	l	bxwzlncj	bxwzcnlj
m	w	kwtm	kmtw
v	d	dbckhvz	vbckhdz
m	q	qfm	mfq
m	v	ltcvmhqdxg	ltcmvhqdxg
b	n	cbfn	cnfb
b	z	vcbxtrzmg	vczxtrbmg
g	t	trgp	grtp
